0.104166667	0.808	0.920978842	0.216514821	0.856152948	0.123564132	0.693208226	0.594500527	0.048535685	0.754716981	0.430311795	0.239067603	0.479389296	0.849577898	0.912779389	0.523865262	0.60677526	0.639534884	0.01765966	0.561166775	0.6894529	0.76832735	0.103448276	0.801587302	0.223061737	0.045937816	0.101436794	0.07346463	0.538485034	0.400765156	0.029616836	0.754716981	0.123328287	0.004619907	0.01757662	0.629857725	0.780974147	0.514253629	0.565152506	0.639534884	0.001792815	0.012719506	0.000741936	0.474320212	0.104015681	0.807285373	0.918979724	0.444240912	0.856115457	0.099569524	0.707236381	0.589557199	0.040761806	0.752883852	0.425625038	0.229192886	0.530107787	0.854770708	0.92112393	0.52667111	0.607494324	0.637111995	0.017194709	0.572773543	0.404712914	0.76627072	0	0	0.000712302	0.00170614	0.002156866	0.001228819	0.002336251	0.000916132	0.000799467	0.01362998	0.003250529	0.000887301	0.00031856	0.001412219	0.004110405	0.001477856	0.001028853	0.009900436	0.000994093	0.001039079	0.00010971	0.000992706	0.714733464	0.490493276	0.539144892	0.423018011	0.378376325	0.518203735	0.503383272	0.671171274	0.53208801	0.534502324	0.474862273	0.470756796	0.587753931	0.508964669	0.531276551	0.495009653	0.499774217	0.509871842	101
0.125	0.664	0.469340634	0.350072057	0.567879853	0.571592513	0.654551824	0.662856141	0.20929599	0.518867925	0.452253457	0.891205479	0.48316802	0.490546043	0.495219868	0.78462778	0.797207914	0.406976744	0.444595145	0.562278764	0.688758149	0.901509201	0.137931034	0.658730159	0.009500764	0.075817472	0.067736131	0.446582056	0.503944244	0.450432208	0.196610936	0.528301887	0.137093927	0.076030292	0.027980139	0.314148577	0.371648756	0.777626548	0.752182131	0.406976744	0.065561693	0.013245599	0.000845246	0.575003614	0.127554646	0.664089533	0.455611017	0.606669335	0.569237168	0.552935709	0.668604502	0.658414635	0.204693173	0.52272937	0.447527579	0.956243827	0.533799864	0.47868633	0.496658812	0.78765702	0.79770777	0.407458783	0.389868519	0.574484634	0.402152255	0.90282842	0.029515977	0	0.002255494	0.00235106	0.004881593	0.001117052	0.002073504	0.002015315	0.006192189	0.013500594	0.008335576	0.006240777	0.01041698	0.004468922	0.003319951	0.009192858	0.008584158	0.020475901	0.000504959	0.001020773	0.000732346	0.001631746	0.450190466	0.597011642	0.46818646	0.512184446	0.502990089	0.455094317	0.617453076	0.635905936	0.488380463	0.498208734	0.462859184	0.476126452	0.7174553	0.457572096	0.414107922	0.507144668	0.513907829	0.508587222	101
0.381944444	0.76	0.575986588	0.428496277	0.788372959	0.508683489	0.404374353	0.434422455	0.090378476	0.561320755	0.350696458	0.758279454	0.458861383	0.448858758	0.39365	0.902216978	0.727781582	0.802325581	0.473828148	0.572520716	0.689761479	0.595643895	0.393103448	0.761904762	0.16396058	0.129913245	0.141115167	0.486451339	0.51929184	0.588890048	0.189772438	0.566037736	0.207322327	0.066988567	0.075997244	0.290956723	0.297721596	0.909607305	0.686522571	0.790697674	0.070677723	0.03636565	0.016826523	0.364189851	0.381634616	0.760454615	0.571275334	0.676860333	0.760828371	0.469753521	0.473624994	0.446793004	0.086168181	0.562263524	0.369846608	0.802652075	0.475615088	0.42784948	0.397245017	0.9067944	0.72286157	0.794314952	0.415438822	0.602382102	0.408932138	0.59156967	0.024831749	0.008088956	0.07070123	0.100101258	0.211015415	0.249516422	0.360540695	0.406865033	0.116040473	0.014514474	0.134864134	0.017332921	0.078717971	0.075072285	0.02915795	0.018852776	0.028071108	0.021631566	0.002213479	0.026840799	0.008447873	0.019883422	0.680537497	0.159450776	0.580877685	0.109485374	0.084440965	0.77136658	0.56783538	0.793474151	0.658650615	0.841772949	0.225181649	0.406693577	0.729278999	0.478458317	0.445284032	0.4124084	0.757285058	0.685925622	101
0.340277778	0.408	0.663551405	0.472617358	0.569245136	0.380469722	0.523625647	0.64183238	0.115063139	0.622641509	0.407762146	0.906253721	0.468572284	0.41752763	0.421951103	0.843876819	0.839295536	0.88372093	0.523554804	0.47304769	0.504611676	0.618317496	0.344827586	0.404761905	0.327468347	0.472986369	0.219124378	0.394424671	0.425204615	0.463688998	0.153486058	0.622641509	0.279535009	0.130525098	0.173672768	0.277639898	0.30816728	0.844640395	0.807012343	0.88372093	0.321392013	0.094572668	0.443126104	0.430934573	0.341274365	0.40951915	0.62658566	0.818041367	0.595912447	0.357335249	0.541961711	0.635650396	0.108269552	0.62368727	0.411545661	0.956637513	0.53012378	0.404408161	0.422119801	0.84770315	0.840841153	0.882251279	0.513842427	0.477631863	0.412741317	0.621008574	0.012490241	0	0.153918274	0.265854645	0.207589828	0.210255217	0.034824296	0.033326906	0.053131949	0	0.257045807	0.160957344	0.152602703	0.035512927	0.016499263	0.014780085	0.021841321	0.0135903	0.250714215	0.209723052	0.500578925	0.061657791	0.200900135	0.858674835	0.280647368	0.151283817	0.161351107	0.859348514	0.496874869	0.589041293	0.50371498	0.419640394	0.150576007	0.523361675	0.643657848	0.529577903	0.466895249	0.465646867	0.479044498	0.498295182	102
0.465277778	0.68	0.591430983	0.333457329	0.925720399	0.469562349	0.657239163	0.352183589	0.021027581	0.933962264	0.373122531	0.772992939	0.479679276	0.506399203	0.383244071	0.856092432	0.716210943	0.430232558	0.48595245	0.591453847	0.782349731	0.606139358	0.462068966	0.674603175	0.195177257	0.132657966	0.147019691	0.372775783	0.525070932	0.233107787	0.01160989	0.933962264	0.148152913	0.083578104	0.183502253	0.359129014	0.274973095	0.869903725	0.688286758	0.430232558	0.134033729	0.072889124	0.143579982	0.387414855	0.463032303	0.680000182	0.582036009	0.58585073	0.922978377	0.447366475	0.673111992	0.343074855	0.013426277	0.935530906	0.359542222	0.830955507	0.540255028	0.489747966	0.380730883	0.861725461	0.718030867	0.429994315	0.402121276	0.627018146	0.411820409	0.60446052	0.012730282	0	0.129836424	0.106108423	0.15056318	0.039223724	0.03084931	0.017603522	0.008970586	0	0.100194894	0.053579872	0.139621629	0.059563704	0.034248237	0.024302256	0.021419282	0.019231625	0.198699511	0.142764	0.247290477	0.043383456	0.539428319	0.691403234	0.463844583	0.718967611	0.250274493	0.691422604	0.496874869	0.423839215	0.50371498	0.491757516	0.442238184	0.466181505	0.515538173	0.423658285	0.381286326	0.131952115	0.64178055	0.459344711	102
0.25	0.848	0.49428391	0.418386647	0.479462431	0.512497035	0.602912211	0.719789724	0.211344314	0.849056604	0.416084213	0.844429293	0.484368742	0.438089715	0.541189454	0.923808656	0.815677298	0.918604651	0.469582475	0.559557491	0.688412529	0.742490741	0.248275862	0.841269841	0.019387124	0.090172585	0.058478157	0.402155967	0.464234037	0.49421242	0.204546602	0.849056604	0.124587536	0.06877266	0.04985735	0.265215161	0.416629989	0.916551763	0.777582824	0.906976744	0.069750413	0.016804004	0.003591364	0.455949451	0.249637633	0.843457239	0.48098347	0.688814009	0.479279497	0.493841709	0.618034122	0.715927597	0.207599816	0.850482642	0.411211239	0.901997425	0.533518605	0.423525899	0.543438744	0.928902621	0.81731317	0.913359864	0.41200858	0.572685033	0.399097248	0.740260487	0	0.012704967	0.003050997	0.00425048	0.007599356	0.006821124	0.003868903	0.002116799	0.007071066	0	0.012111601	0.005733183	0.016550976	0.003447494	0.002531143	0.005790078	0.009402277	0.018000792	0.000981003	0.003929577	0.002054241	0.001166704	0.85524495	0.643353675	0.624941748	0.819143089	0.651772948	0.659539234	0.496874869	0.466576204	0.50371498	0.58400177	0.391562066	0.43985352	0.47558617	0.470242526	0.51827102	0.347390593	0.563765306	0.497911291	101
0.444444444	0.672	0.435352298	0.231738214	0.526867215	0.632086964	0.717826979	0.709212479	0.404929164	0.830188679	0.410633091	0.91594144	0.477323463	0.603863506	0.452654867	0.302680072	0.239740844	0.569767442	0.512300526	0.72630283	0.90159711	0.667993649	0.448275862	0.674603175	0.054056185	0.067763767	0.081105967	0.552881603	0.659954588	0.57856591	0.53625738	0.830188679	0.251233486	0.126552973	0.255256677	0.524417603	0.431209113	0.348903325	0.267501155	0.558139535	0.208217938	0.149586149	0.298895994	0.539852105	0.445560919	0.675727302	0.40645858	0.456692408	0.53092839	0.609240019	0.734951558	0.704488334	0.402592687	0.830217235	0.399887316	0.972553576	0.517248648	0.614648172	0.456864174	0.309440788	0.239047713	0.566617396	0.501035018	0.536554367	0.348609028	0.684305118	0.013236245	0.012725975	0.100785395	0.03926633	0.108752338	0.126171063	0.211627418	0.124349562	0.165246016	0.010207379	0.22366346	0.118733876	0.211542177	0.180642451	0.20029944	0.050561218	0.055305295	0	0.268465865	0.510170651	0.460250194	0.15127622	0.684173032	0.277541868	0.369802936	0.519668037	0.119675684	0.390107003	0.46887427	0.493439056	0.465690847	0.500783064	0.892728606	0.467157154	0.499995048	0.493694212	0.555285907	0.982047798	0.529223123	0.643661914	102
0.159722222	0.664	0.600989808	0.481770915	0.655671746	0.409288219	0.573167323	0.555689204	0.138102243	0.622641509	0.258914445	0.87220743	0.503197408	0.560412046	0.476377343	0.806556384	0.822881947	0.686046512	0.471939045	0.565021224	0.682677115	0.641244191	0.172413793	0.658730159	0.216392918	0.14733262	0.131350767	0.488548949	0.491202867	0.525696986	0.941987635	0.622641509	0.208644406	0.073566307	0.16778158	0.41846033	0.359377833	0.822045902	0.806637904	0.686046512	0.080504776	0.054875286	0.034037108	0.392165923	0.158678088	0.664089533	0.592694271	0.761955799	0.654433941	0.415537223	0.550542238	0.564766992	0.28757335	0.62368727	0.296098896	0.932330609	0.560487803	0.525516999	0.473178858	0.802738324	0.826206847	0.686913019	0.41472603	0.574422632	0.41654078	0.63439525	0.023700352	0	0.112494244	0.089205243	0.248584488	0.249061901	0.288876605	0.190271115	0.680399822	0	0.243679813	0.008654732	0.162581618	0.158470423	0.032661173	0.06324017	0.035810671	0.020506433	0.011309261	0.080441168	0.022281691	0.028261762	0.759624875	0.18655902	0.263605094	0.215870862	0.159034363	0.591030959	0.496874869	0.615032979	0.50371498	0.52128836	0.280866566	0.598520667	0.382177303	0.501443901	0.513575847	0.343540061	0.371212412	0.431219116	101
0.472222222	0.392	0.695185973	0.072086673	0.654380239	0.587976335	0.866169187	0.612931504	0.669171593	0.283018868	0.391477083	0.917343627	0.470892634	0.589112861	0.501949741	0.298242173	0.24338484	0.337209302	0.514860911	0.741668448	0.921106201	0.650315015	0.475862069	0.388888889	0.296988562	0.170904749	0.216463251	0.541928584	0.724558148	0.468431925	0.747085294	0.283018868	0.283594657	0.133736039	0.233260219	0.436081614	0.518322093	0.315360356	0.244992769	0.325581395	0.192598747	0.131612661	0.290011144	0.561778181	0.472391006	0.393608501	0.669595471	0.21416651	0.654679711	0.565313295	0.876521002	0.607569141	0.67783376	0.279286097	0.391634692	0.96114107	0.51906991	0.581324625	0.493577366	0.299256184	0.243415776	0.333757817	0.492657006	0.589592519	0.410689541	0.677294637	0.011021387	0	0.098358886	0.226142745	0.200726309	0.151056476	0.085485906	0.058048221	0.10823569	0.014427396	0.211534649	0.14615389	0.192176156	0.061615137	0.195980528	0.020695346	0.032739845	0	0.248105516	0.449888827	0.446222057	0.190452796	0.598677608	0.171536031	0.569379373	0.288589351	0.078922219	0.778238156	0.542560686	0.551969281	0.509096556	0.578381346	0.776830562	0.482874605	0.499995048	0.493694212	0.59900263	0.983778803	0.51648558	0.608649861	102
0.659722222	0.776	0.508513184	0.372849829	0.622405064	0.789047505	0.639077078	0.734773999	0.501307707	0.754716981	0.380716391	0.811861614	0.586104259	0.382138898	0.294585409	0.504546324	0.497932343	0.906976744	0.45540902	0.653452343	0.529066197	0.574628582	0.662068966	0.76984127	0.102553453	0.127908769	0.116279474	0.756442659	0.728103738	0.592113662	0.485064094	0.754716981	0.208635763	0.206378319	0.232244272	0.52203655	0.293716642	0.493919093	0.459677526	0.895348837	0.237019453	0.157944299	0.380490123	0.568866104	0.657113645	0.775464075	0.460497861	0.643504228	0.639392908	0.767505521	0.655874353	0.719854956	0.501417939	0.75598457	0.382041954	0.951534163	0.620309964	0.378706849	0.292030764	0.507318943	0.49833167	0.904263786	0.434407754	0.403677572	0.624890217	0.557842801	0.019976687	0	0.148669741	0.048492279	0.130851942	0.247752114	0.307221062	0.141925208	0	0	0.150661006	0.178069426	0.154764902	0.27577499	0.26290644	0	0	0	0.272610464	0.365806167	0.38800459	0.420667164	0.222406141	0.691590316	0.296767658	0.721056414	0.525033721	0.744755422	0.496874869	0.530964858	0.50371498	0.587537099	0.504061959	0.554958166	0.499995048	0.493694212	0.496593249	0.122564472	0.42298226	0.507945186	102
